event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lat1,argos:lat2,argos:lc,argos:location-algorithm,argos:lon1,argos:lon2,comments,modelled,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
30046739254,True,2010-02-21 09:48:00.000,164.246,-66.9,,-66.9,-66.9,1,least squares,164.246,164.246,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742733,True,2010-02-21 09:48:00.000,164.246,-66.9,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739235,True,2010-02-21 09:54:00.000,164.224,-66.883,,-66.883,-66.883,0,least squares,164.224,164.224,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742734,True,2010-02-21 09:54:00.000,164.247,-66.9,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739439,True,2010-02-21 11:20:00.000,164.485,-66.906,,-66.906,-66.906,B,least squares,164.485,164.485,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742735,True,2010-02-21 11:20:00.000,164.432,-66.889,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739444,True,2010-02-21 11:32:00.000,164.489,-66.882,,-66.882,-66.882,0,least squares,164.489,164.489,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742736,True,2010-02-21 11:32:00.000,164.461,-66.888,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046738840,True,2010-02-21 11:33:00.000,163.931,-66.968,,-66.968,-66.968,B,least squares,163.931,163.931,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739516,True,2010-02-21 12:12:00.000,164.618,-66.877,,-66.877,-66.877,B,least squares,164.618,164.618,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742737,True,2010-02-21 12:12:00.000,164.563,-66.884,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739590,True,2010-02-21 13:05:00.000,164.711,-66.879,,-66.879,-66.879,B,least squares,164.711,164.711,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742738,True,2010-02-21 13:05:00.000,164.705,-66.881,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739620,True,2010-02-21 13:13:00.000,164.758,-66.884,,-66.884,-66.884,1,least squares,164.758,164.758,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742739,True,2010-02-21 13:13:00.000,164.724,-66.88,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739666,True,2010-02-21 14:42:00.000,164.892,-66.887,,-66.887,-66.887,1,least squares,164.892,164.892,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742740,True,2010-02-21 14:42:00.000,164.901,-66.888,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739741,True,2010-02-21 15:36:00.000,165.046,-66.907,,-66.907,-66.907,B,least squares,165.046,165.046,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046739696,True,2010-02-21 16:13:00.000,164.965,-66.889,,-66.889,-66.889,B,least squares,164.965,164.965,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742741,True,2010-02-21 16:13:00.000,165.068,-66.897,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740164,True,2010-02-22 12:42:00.000,165.901,-66.885,,-66.885,-66.885,A,least squares,165.901,165.901,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742742,True,2010-02-22 12:42:00.000,165.858,-66.853,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740173,True,2010-02-22 12:45:00.000,165.922,-66.886,,-66.886,-66.886,A,least squares,165.922,165.922,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742743,True,2010-02-22 12:45:00.000,165.86,-66.853,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740180,True,2010-02-22 12:52:00.000,165.942,-66.883,,-66.883,-66.883,A,least squares,165.942,165.942,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742744,True,2010-02-22 12:52:00.000,165.865,-66.852,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740167,True,2010-02-22 12:53:00.000,165.907,-66.879,,-66.879,-66.879,B,least squares,165.907,165.907,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740166,True,2010-02-22 14:22:00.000,165.904,-66.84,,-66.84,-66.84,B,least squares,165.904,165.904,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742745,True,2010-02-22 14:22:00.000,165.932,-66.828,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740163,True,2010-02-22 14:25:00.000,165.898,-66.854,,-66.854,-66.854,B,least squares,165.898,165.898,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740162,True,2010-02-22 14:26:00.000,165.895,-66.835,,-66.835,-66.835,A,least squares,165.895,165.895,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740177,True,2010-02-22 14:28:00.000,165.932,-66.825,,-66.825,-66.825,1,least squares,165.932,165.932,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742746,True,2010-02-22 14:28:00.000,165.937,-66.826,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740185,True,2010-02-22 15:26:00.000,165.97,-66.801,,-66.801,-66.801,B,least squares,165.97,165.97,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742747,True,2010-02-22 15:26:00.000,165.984,-66.81,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740261,True,2010-02-22 15:57:00.000,166.299,-66.831,,-66.831,-66.831,B,least squares,166.299,166.299,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742748,True,2010-02-22 15:57:00.000,166.008,-66.801,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740401,True,2010-02-23 12:22:00.000,166.599,-66.641,,-66.641,-66.641,B,least squares,166.599,166.599,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742749,True,2010-02-23 12:22:00.000,166.532,-66.656,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740370,True,2010-02-23 12:34:00.000,166.569,-66.635,,-66.635,-66.635,B,least squares,166.569,166.569,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740409,True,2010-02-23 12:41:00.000,166.608,-66.647,,-66.647,-66.647,A,least squares,166.608,166.608,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742750,True,2010-02-23 12:41:00.000,166.54,-66.655,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740329,True,2010-02-23 13:34:00.000,166.508,-66.654,,-66.654,-66.654,A,least squares,166.508,166.508,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742751,True,2010-02-23 13:34:00.000,166.556,-66.657,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740411,True,2010-02-23 13:57:00.000,166.609,-66.664,,-66.664,-66.664,A,least squares,166.609,166.609,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740360,True,2010-02-23 14:14:00.000,166.564,-66.664,,-66.664,-66.664,B,least squares,166.564,166.564,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742752,True,2010-02-23 14:14:00.000,166.567,-66.66,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740368,True,2010-02-23 15:37:00.000,166.567,-66.665,,-66.665,-66.665,1,least squares,166.567,166.567,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742753,True,2010-02-23 15:37:00.000,166.592,-66.676,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740398,True,2010-02-23 15:40:00.000,166.598,-66.68,,-66.68,-66.68,2,least squares,166.598,166.598,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742754,True,2010-02-23 15:40:00.000,166.592,-66.677,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740815,True,2010-02-24 01:43:00.000,167.24,-66.702,,-66.702,-66.702,A,least squares,167.24,167.24,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742755,True,2010-02-24 01:43:00.000,167.286,-66.716,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046740849,True,2010-02-24 02:30:00.000,167.326,-66.71,,-66.71,-66.71,B,least squares,167.326,167.326,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742756,True,2010-02-24 02:30:00.000,167.344,-66.722,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046741616,True,2010-02-24 12:19:00.000,168.578,-67.223,,-67.223,-67.223,0,least squares,168.578,168.578,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742757,True,2010-02-24 12:19:00.000,168.636,-67.233,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046741716,True,2010-02-24 13:19:00.000,168.815,-67.295,,-67.295,-67.295,B,least squares,168.815,168.815,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742758,True,2010-02-24 13:19:00.000,168.771,-67.286,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046741712,True,2010-02-24 13:30:00.000,168.797,-67.296,,-67.296,-67.296,2,least squares,168.797,168.797,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742759,True,2010-02-24 13:30:00.000,168.796,-67.296,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046741721,True,2010-02-24 13:50:00.000,168.84,-67.351,,-67.351,-67.351,A,least squares,168.84,168.84,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742760,True,2010-02-24 13:50:00.000,168.838,-67.313,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742538,True,2010-02-25 13:16:00.000,169.963,-68.258,,-68.258,-68.258,A,least squares,169.963,169.963,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742761,True,2010-02-25 13:16:00.000,169.946,-68.258,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742532,True,2010-02-25 13:31:00.000,169.958,-68.267,,-68.267,-68.267,2,least squares,169.958,169.958,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742762,True,2010-02-25 13:31:00.000,169.959,-68.267,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742623,True,2010-02-25 14:46:00.000,170.081,-68.287,,-68.287,-68.287,0,least squares,170.081,170.081,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742763,True,2010-02-25 14:46:00.000,170.035,-68.292,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742625,True,2010-02-25 14:52:00.000,170.087,-68.285,,-68.285,-68.285,B,least squares,170.087,170.087,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742764,True,2010-02-25 14:52:00.000,170.041,-68.294,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742624,True,2010-02-25 15:10:00.000,170.085,-68.275,,-68.275,-68.275,B,least squares,170.085,170.085,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742765,True,2010-02-25 15:10:00.000,170.059,-68.299,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742627,True,2010-02-25 15:31:00.000,170.09,-68.241,,-68.241,-68.241,B,least squares,170.09,170.09,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742766,True,2010-02-25 15:31:00.000,170.079,-68.305,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742556,True,2010-02-26 03:02:00.000,169.981,-68.277,,-68.277,-68.277,B,least squares,169.981,169.981,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742767,True,2010-02-26 03:02:00.000,169.831,-68.297,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742337,True,2010-02-26 03:50:00.000,169.741,-68.299,,-68.299,-68.299,A,least squares,169.741,169.741,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742768,True,2010-02-26 03:50:00.000,169.814,-68.297,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046742489,True,2010-02-26 12:13:00.000,169.908,-68.325,,-68.325,-68.325,A,least squares,169.908,169.908,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30078742769,True,2010-02-26 12:13:00.000,169.92,-68.327,,,,,,,,"state-space model location estimate (see Andrews-Goff et al. 2023, https://doi.org/10.3897/BDJ.11.e114729)",True,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
30046741942,True,2010-02-26 13:13:00.000,169.343,-68.515,,-68.515,-68.515,A,least squares,169.343,169.343,,,argos-doppler-shift,Megaptera novaeangliae,53348,53348,Movements of Australia's east coast humpback whales
