event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lat1,argos:lat2,argos:lc,argos:location-algorithm,argos:lon1,argos:lon2,comments,modelled,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,year,month,day,sst
30046730968,True,2008-10-25 05:17:00,150.162,-37.042,,-37.042,-37.042,2,least squares,150.162,150.162,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730957,True,2008-10-25 06:05:00,150.153,-37.035,,-37.035,-37.035,2,least squares,150.153,150.153,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730952,True,2008-10-25 06:34:00,150.148,-37.015,,-37.015,-37.015,2,least squares,150.148,150.148,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730925,True,2008-10-25 07:45:00,150.127,-37.002,,-37.002,-37.002,1,least squares,150.127,150.127,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730905,True,2008-10-25 08:14:00,150.108,-37.012,,-37.012,-37.012,1,least squares,150.108,150.108,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730849,True,2008-10-25 10:17:00,150.063,-37.037,,-37.037,-37.037,1,least squares,150.063,150.063,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730837,True,2008-10-25 10:57:00,150.053,-37.058,,-37.058,-37.058,3,least squares,150.053,150.053,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,25,16.85999870300293
30046730764,True,2008-10-26 12:14:00,150.002,-37.296,,-37.296,-37.296,0,least squares,150.002,150.002,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,17.03999900817871
30046730762,True,2008-10-26 13:16:00,150.001,-37.297,,-37.297,-37.297,2,least squares,150.001,150.001,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,17.03999900817871
30046730776,True,2008-10-26 13:51:00,150.008,-37.307,,-37.307,-37.307,1,least squares,150.008,150.008,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,17.03999900817871
30046730759,True,2008-10-26 14:52:00,149.997,-37.331,,-37.331,-37.331,2,least squares,149.997,149.997,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,
30046730756,True,2008-10-26 16:31:00,149.993,-37.366,,-37.366,-37.366,2,least squares,149.993,149.993,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,
30046730742,True,2008-10-26 17:21:00,149.98,-37.378,,-37.378,-37.378,2,least squares,149.98,149.98,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,
30046730747,True,2008-10-26 17:28:00,149.986,-37.393,,-37.393,-37.393,1,least squares,149.986,149.986,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,26,
30046730472,True,2008-10-27 12:53:00,149.702,-37.867,,-37.867,-37.867,1,least squares,149.702,149.702,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,27,16.170000076293945
30046730484,True,2008-10-27 13:28:00,149.712,-37.859,,-37.859,-37.859,B,least squares,149.712,149.712,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,27,16.170000076293945
30046730546,True,2008-10-27 14:37:00,149.761,-37.863,,-37.863,-37.863,B,least squares,149.761,149.761,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,27,16.56999969482422
30046730485,True,2008-10-27 16:20:00,149.712,-37.869,,-37.869,-37.869,B,least squares,149.712,149.712,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,27,16.170000076293945
30046730481,True,2008-10-27 17:09:00,149.708,-37.87,,-37.87,-37.87,2,least squares,149.708,149.708,,,argos-doppler-shift,Megaptera novaeangliae,88744,88744,Movements of Australia's east coast humpback whales,2008,10,27,16.170000076293945
