event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lat1,argos:lat2,argos:lc,argos:location-algorithm,argos:lon1,argos:lon2,comments,modelled,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,year,month,day,sst
30046738557,True,2010-03-08 02:58:00,163.662,-66.82,,-66.82,-66.82,1,least squares,163.662,163.662,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.8899999856948853
30046738498,True,2010-03-08 03:46:00,163.62,-66.792,,-66.792,-66.792,1,least squares,163.62,163.62,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.8899999856948853
30046738667,True,2010-03-08 04:41:00,163.763,-66.742,,-66.742,-66.742,0,least squares,163.763,163.763,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738275,True,2010-03-08 04:56:00,163.435,-66.744,,-66.744,-66.744,0,least squares,163.435,163.435,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7999999523162842
30046738356,True,2010-03-08 05:29:00,163.494,-66.74,,-66.74,-66.74,1,least squares,163.494,163.494,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7999999523162842
30046738668,True,2010-03-08 05:35:00,163.763,-66.709,,-66.709,-66.709,B,least squares,163.763,163.763,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738393,True,2010-03-08 06:17:00,163.536,-66.724,,-66.724,-66.724,0,least squares,163.536,163.536,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738268,True,2010-03-08 06:35:00,163.432,-66.731,,-66.731,-66.731,0,least squares,163.432,163.432,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7999999523162842
30046738389,True,2010-03-08 07:11:00,163.533,-66.701,,-66.701,-66.701,1,least squares,163.533,163.533,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738508,True,2010-03-08 07:17:00,163.632,-66.726,,-66.726,-66.726,A,least squares,163.632,163.632,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738410,True,2010-03-08 07:57:00,163.549,-66.698,,-66.698,-66.698,2,least squares,163.549,163.549,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738427,True,2010-03-08 08:01:00,163.562,-66.715,,-66.715,-66.715,1,least squares,163.562,163.562,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738441,True,2010-03-08 08:20:00,163.576,-66.715,,-66.715,-66.715,1,least squares,163.576,163.576,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738505,True,2010-03-08 08:49:00,163.629,-66.715,,-66.715,-66.715,1,least squares,163.629,163.629,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738514,True,2010-03-08 08:59:00,163.635,-66.707,,-66.707,-66.707,1,least squares,163.635,163.635,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738597,True,2010-03-08 09:36:00,163.697,-66.704,,-66.704,-66.704,2,least squares,163.697,163.697,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738617,True,2010-03-08 09:43:00,163.713,-66.703,,-66.703,-66.703,2,least squares,163.713,163.713,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738587,True,2010-03-08 10:01:00,163.689,-66.705,,-66.705,-66.705,2,least squares,163.689,163.689,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738552,True,2010-03-08 10:27:00,163.66,-66.714,,-66.714,-66.714,2,least squares,163.66,163.66,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738535,True,2010-03-08 10:28:00,163.65,-66.716,,-66.716,-66.716,1,least squares,163.65,163.65,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738506,True,2010-03-08 10:40:00,163.63,-66.706,,-66.706,-66.706,3,least squares,163.63,163.63,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738560,True,2010-03-08 11:16:00,163.664,-66.707,,-66.707,-66.707,2,least squares,163.664,163.664,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738561,True,2010-03-08 11:23:00,163.664,-66.711,,-66.711,-66.711,1,least squares,163.664,163.664,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738541,True,2010-03-08 11:41:00,163.655,-66.729,,-66.729,-66.729,1,least squares,163.655,163.655,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738578,True,2010-03-08 12:06:00,163.681,-66.726,,-66.726,-66.726,1,least squares,163.681,163.681,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738602,True,2010-03-08 12:07:00,163.699,-66.717,,-66.717,-66.717,2,least squares,163.699,163.699,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738573,True,2010-03-08 12:21:00,163.674,-66.706,,-66.706,-66.706,1,least squares,163.674,163.674,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738604,True,2010-03-08 12:56:00,163.701,-66.71,,-66.71,-66.71,1,least squares,163.701,163.701,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738593,True,2010-03-08 13:03:00,163.696,-66.71,,-66.71,-66.71,2,least squares,163.696,163.696,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738599,True,2010-03-08 13:19:00,163.698,-66.711,,-66.711,-66.711,2,least squares,163.698,163.698,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738553,True,2010-03-08 13:45:00,163.66,-66.699,,-66.699,-66.699,1,least squares,163.66,163.66,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738635,True,2010-03-08 13:48:00,163.734,-66.721,,-66.721,-66.721,1,least squares,163.734,163.734,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738576,True,2010-03-08 13:59:00,163.678,-66.715,,-66.715,-66.715,2,least squares,163.678,163.678,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738571,True,2010-03-08 14:36:00,163.673,-66.712,,-66.712,-66.712,2,least squares,163.673,163.673,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738565,True,2010-03-08 14:44:00,163.667,-66.714,,-66.714,-66.714,2,least squares,163.667,163.667,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738570,True,2010-03-08 14:59:00,163.671,-66.715,,-66.715,-66.715,2,least squares,163.671,163.671,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
30046738583,True,2010-03-08 15:23:00,163.686,-66.717,,-66.717,-66.717,1,least squares,163.686,163.686,,,argos-doppler-shift,Megaptera novaeangliae,96398,96398,Movements of Australia's east coast humpback whales,2010,3,8,-0.7799999713897705
