event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:lat1,argos:lat2,argos:lc,argos:location-algorithm,argos:lon1,argos:lon2,comments,modelled,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,year,month,day,sst
30046739351,True,2010-02-21 06:14:00,164.339,-66.944,,-66.944,-66.944,2,least squares,164.339,164.339,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1200000047683716
30046739349,True,2010-02-21 06:19:00,164.335,-66.965,,-66.965,-66.965,B,least squares,164.335,164.335,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1200000047683716
30046739358,True,2010-02-21 06:32:00,164.348,-66.954,,-66.954,-66.954,0,least squares,164.348,164.348,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1200000047683716
30046739415,True,2010-02-21 07:16:00,164.437,-66.96,,-66.96,-66.96,1,least squares,164.437,164.437,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1200000047683716
30046739460,True,2010-02-21 07:56:00,164.528,-66.95,,-66.95,-66.95,2,least squares,164.528,164.528,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1399999856948853
30046739443,True,2010-02-21 08:03:00,164.489,-66.938,,-66.938,-66.938,1,least squares,164.489,164.489,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1200000047683716
30046739487,True,2010-02-21 08:11:00,164.566,-66.949,,-66.949,-66.949,2,least squares,164.566,164.566,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1399999856948853
30046739572,True,2010-02-21 08:56:00,164.69,-66.949,,-66.949,-66.949,1,least squares,164.69,164.69,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.1399999856948853
30046739627,True,2010-02-21 09:37:00,164.806,-66.957,,-66.957,-66.957,1,least squares,164.806,164.806,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.100000023841858
30046739638,True,2010-02-21 09:42:00,164.835,-66.961,,-66.961,-66.961,1,least squares,164.835,164.835,,,argos-doppler-shift,Megaptera novaeangliae,53376,53376,Movements of Australia's east coast humpback whales,2010,2,21,-1.100000023841858
